lat,lng,name,capacity,fibreStatus,darkFibreCores,connectionType,owner,area,locaction,created_at,updated_at
-0.41758076,34.60091588,ADIEDO  SUB ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,WEST KENYA,ADIEDO MARKET,10/30/2025,10/30/2025
0.976273241,35.10115634,KAPLAMAI 33/11KV ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,NORTH RIFT,KIMOSON,10/30/2025,10/30/2025
-0.377533338,35.26566895,"KERICHO ( 33 / 11,33 KV)",33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,KERICHO,10/30/2025,10/30/2025
-0.411875306,35.28291047,"AHP ( 33 / 11,33 KV)",33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,JAMES FINLY FARM,10/30/2025,10/30/2025
-0.367500967,35.16825665,SOSIOT ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,SOSIOT TOWN CENTRE.,10/30/2025,10/30/2025
1.023685181,35.00914433,KITALE 33/11KV ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,NORTH RIFT,KITALE FACTORIES,10/30/2025,10/30/2025
-0.315067406,37.80384881,KAJUKI SWITCHING SUBSTATION (,33,Available,12,Patch Panel,KPLC,MT KENYA,KAMUTERIA\QUARRY,10/30/2025,10/30/2025
-0.627072797,36.52679341,MATUNDURA 33/11 SUBSTATION (,33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,MATUNDURA CENTRE,10/30/2025,10/30/2025
-0.872003391,36.57017819,MAGUMU 33/11 KV SUBSTATION (,33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,MAGUMU TOWNSHIP,10/30/2025,10/30/2025
0.267884406,34.75229381,KAKAMEGA ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,WEST KENYA,NEXT TO KAKAMEGA TOWN,10/30/2025,10/30/2025
-0.890918952,34.73034597,KENYENYA  SUB STATION ( 33 /,33,Available,12,Patch Panel,KPLC,WEST KENYA,KENYENYA,10/30/2025,10/30/2025
-3.867428611,39.66052452,RIBE 33/11KV SUBSTATION ( 33,33,Available,12,Patch Panel,KPLC,COAST,RIBE,10/30/2025,10/30/2025
-1.073802945,36.53432857,NGEMWA KPC ( 66 / 0.415 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,MAIMAHIU,10/30/2025,10/30/2025
-1.23866734,36.73460302,LOWER KABETE 66/11KV  ( 66 /,66,Available,12,Patch Panel,KPLC,NAIROBI,LOWER KABETE NEXT TO UoN SCHOOL OF BUSINESS KABETE CAMPUS,10/30/2025,10/30/2025
-1.313717671,36.85092948,NEW INDUSTRIAL P/SUBSTATION (,66,Available,12,Patch Panel,KPLC,NAIROBI,INDUSTRIAL AREA,10/30/2025,10/30/2025
0.351544181,34.70810046,INGOTSE ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,WEST KENYA,INGOTSE,10/30/2025,10/30/2025
-1.329297416,36.8650057,FIRESTONE ( 66 / 0.415 KV),66,Available,12,Patch Panel,PRIVATE,NAIROBI,INDUSTRIAL AREA,10/30/2025,10/30/2025
0.727305485,35.8329436,KIPSARAMAN 33/11KV ( 33 / 11,33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,KIPSARAMAN (BARINGO NORTH),10/30/2025,10/30/2025
0.105198951,37.8169909,MIKINDURI 33/11KV  ( 33 / 11,33,Available,12,Patch Panel,KPLC,MT KENYA,MIKINDURI,10/30/2025,10/30/2025
-0.599750514,34.94618926,NYAMIRA  ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,WEST KENYA,KONATE,10/30/2025,10/30/2025
-1.287308539,36.8298719,JEEVANJEE ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,CITY CENTRE,10/30/2025,10/30/2025
-1.339275195,36.9106337,KENYA PIPELINE ( 66 / 0.415 K,66,Available,12,Patch Panel,KPLC,NAIROBI,INDUSTRIAL  AREA,10/30/2025,10/30/2025
-1.23757021,36.81521329,GIGIRI SUBSTATION ( 66 / 11 K,66,Available,12,Patch Panel,KPLC,NAIROBI,GIGIRI,10/30/2025,10/30/2025
-0.325410134,36.49812869,WANJOHI ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,WANJOHI JUNCTION,10/30/2025,10/30/2025
-1.280876362,36.81594256,UNIVERSITY WAY ( 11 / 11 KV),11,Available,12,Patch Panel,KPLC,NAIROBI,CTY CENTRE,10/30/2025,10/30/2025
-1.257007369,36.79943925,WESTLANDS ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,WESTLANDS,10/30/2025,10/30/2025
-1.067261106,37.11878819,THIKA INDUSTRIAL 66/11 ( 66 /,66,Available,12,Patch Panel,KPLC,MT KENYA,MAJENGO,10/30/2025,10/30/2025
-1.263286957,36.87844594,HURUMA ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,EASTLEIGH AIR BASE,10/30/2025,10/30/2025
-1.271264589,36.82082972,PARKLANDS ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,PARKLANDS,10/30/2025,10/30/2025
-1.30760898,36.90392192,N.S.S.F  ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,NSSF ESTATE EMBAKASI,10/30/2025,10/30/2025
-0.483917019,37.12789739,KARATINA ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,KARATINA TOWN,10/30/2025,10/30/2025
-1.328103625,36.86566023,EAST AFRICA DATA CENTRE  ( 66,66,Available,12,Patch Panel,PRIVATE,NAIROBI,EAST AFRICA DATA CENTRE,10/30/2025,10/30/2025
-0.312997486,36.06980361,MWARIKI 33/11KV  ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,NAKURU RACE COURSE,10/30/2025,10/30/2025
-1.142610536,37.56002769,MATUU 33/11 SUBSTATION ( 33 /,33,Available,12,Patch Panel,KPLC,MT KENYA,MATUU TOWNSHIP,10/30/2025,10/30/2025
-0.786425602,35.33939437,BOMET ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,BOMET,10/30/2025,10/30/2025
2.90599991,37.62566469,MAIKONA POWER STATION ( 33 /,33,Available,12,Patch Panel,KPLC,MT KENYA,MAIKONA,10/30/2025,10/30/2025
-0.772372804,34.94343905,KEROKA ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,WEST KENYA,KEROKA TOWNSHIP,10/30/2025,10/30/2025
-0.56972884,37.48760984,EMBU EAST ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,MUTHATHARI STN,10/30/2025,10/30/2025
-1.08807359,36.86296126,NYAGA ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,NAIROBI,NYAGA,10/30/2025,10/30/2025
0.07983699,34.28621834,SIAYA ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,WEST KENYA,SIAYA TOWN,10/30/2025,10/30/2025
-0.392117329,35.01734691,SONDU ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,SONDU MARKET,10/30/2025,10/30/2025
-4.665283174,39.39479082,WASINI GENERATION STATION ( 0,0.415,Available,12,Patch Panel,KPLC,COAST,WASINI - SHIMONI,10/30/2025,10/30/2025
-0.134389058,37.67768744,KANYAKINE ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,KANYEKINE,10/30/2025,10/30/2025
-0.723992773,36.43143097,KIHOTO SUBSTATION ( 33 / 11 K,33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,NAIVASHA,10/30/2025,10/30/2025
-1.340091224,36.87337587,MOMBASA ROAD ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,EMBAKASI,10/30/2025,10/30/2025
-1.29569825,36.82631818,LANDMAWE 66/11KV ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,RAILWAYS,10/30/2025,10/30/2025
-1.067182806,36.75131995,GITHUNGURI SUBSTATION ( 66 /,66,Available,12,Patch Panel,KPLC,NAIROBI,ALONG GITHUNGURI UPLANDS ROAD NEAR GITHIGA RD JUNCTION,10/30/2025,10/30/2025
-0.942101143,37.01982238,NG'ARARIA 66KV/11KV ( 66 / 11,66,Available,12,Patch Panel,KPLC,MT KENYA,NG'ARARIA,10/30/2025,10/30/2025
0.672647128,34.42953472,MALAKISI ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,WEST KENYA,MALAKISI TOWN,10/30/2025,10/30/2025
-1.262178282,36.89420142,STEEL BILLETS ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,DANDORA,10/30/2025,10/30/2025
0.141543675,34.09878301,RUAMBWA ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,WEST KENYA,RUAMBA,10/30/2025,10/30/2025
-4.048753267,39.66929748,TONONOKA 33/11KV SUBSTATION (,33,Available,12,Patch Panel,KPLC,COAST,TONONOKA,10/30/2025,10/30/2025
0.102718475,35.22885935,NANDI HILLS 33/11KV  ( 33 / 1,33,Available,12,Patch Panel,KPLC,NORTH RIFT,NANDI TEA ESTATES,10/30/2025,10/30/2025
-3.817346606,39.60725767,KALOLENI 33/11 KV  SUBSTATION,33,Available,12,Patch Panel,KPLC,COAST,KALOLENI,10/30/2025,10/30/2025
-3.872673094,39.4809769,MARIAKANI  33/11KV SUBSTATION,33,Available,12,Patch Panel,KPLC,COAST,MARIAKANI,10/30/2025,10/30/2025
-1.363843831,36.65735342,NGONG ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,NGONG,10/30/2025,10/30/2025
0.039585165,35.72809312,ELDAMA RAVINE 33KV SWITCHING,33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,ELDAMA RAVINE,10/30/2025,10/30/2025
0.054950757,37.6372293,KINORU 33/11 ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,MERU TOWN,10/30/2025,10/30/2025
-3.946982127,39.76703341,MTWAPA  33/11KV SUBSTATION (,33,Available,12,Patch Panel,KPLC,COAST,MTWAPA,10/30/2025,10/30/2025
0.332681767,37.57529876,"ISIOLO ( 33 / 11,33 KV)",33,Available,12,Patch Panel,KPLC,MT KENYA,ISIOLO TOWN,10/30/2025,10/30/2025
-1.724193272,36.36942826,MAGADI GSU ( 66 / 33 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,NAIROBI-MAGADI ROAD,10/30/2025,10/30/2025
-1.216927265,36.77800096,KITSURU ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,KITSURU,10/30/2025,10/30/2025
-1.342842431,36.91318828,NEW AIRPORT ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,EMBAKASI,10/30/2025,10/30/2025
-0.12394453,34.00134055,MAGETA ISLAND  POWER STATION,,Available,12,Patch Panel,KPLC,WEST KENYA,MAGETA ISLAND,10/30/2025,10/30/2025
-1.22270685,36.84001221,RIDGEWAYS ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,RIDGEWAYS,10/30/2025,10/30/2025
-3.661545073,39.86552244,KILIFI PLANTATION 33/11KV S/S,,Available,12,Patch Panel,KPLC,COAST,KILIFI,10/30/2025,10/30/2025
-4.007109385,39.71725064,BAMBURI CEMENT 33/11KV SUBSTA,33,Available,12,Patch Panel,KPLC,COAST,BAMBURI,10/30/2025,10/30/2025
-1.266399648,36.72296243,KABETE ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,KABETE,10/30/2025,10/30/2025
-1.282879681,36.7865186,KILELESHWA ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,KILELESHWA,10/30/2025,10/30/2025
-3.22155462,40.11488274,MALINDI 33/11KV SUBSTATION (,33,Available,12,Patch Panel,KPLC,COAST,MALINDI  TOWN,10/30/2025,10/30/2025
-0.473938353,36.29922919,GILGIL ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,KIKOPEY,10/30/2025,10/30/2025
1.085091788,34.84783125,ENDEBESS ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,NORTH RIFT,ENDEBESS,10/30/2025,10/30/2025
-1.015694848,35.64715686,"OLOLUNGA  ( 33 / 11,33 KV)",33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,OLOLUNGA MARKET,10/30/2025,10/30/2025
-4.036884715,39.68197938,KISAUNI 33KV SWITCHING SUBSTA,33,Available,12,Patch Panel,KPLC,COAST,KISAUNI,10/30/2025,10/30/2025
-1.03428829,36.6270544,UPLANDS 66/11 SUBSTATION ( 66,66,Available,12,Patch Panel,KPLC,MT KENYA,UPLANDS,10/30/2025,10/30/2025
-1.286627262,36.86295627,KIMATHI 66 ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,KIMATHI ESTATE,10/30/2025,10/30/2025
-0.748940336,37.17479617,WANJII ( 0.415 / 11 KV),0.415,Available,12,Patch Panel,KPLC,MT KENYA,MUKUYU,10/30/2025,10/30/2025
0.64698541,35.1674648,MOI BARRACKS 33/11KV ( 33 / 1,33,Available,12,Patch Panel,KPLC,NORTH RIFT,ELDORET,10/30/2025,10/30/2025
-4.021367423,39.62028177,KPR 33/11KV SUBSTATION ( 33 /,33,Available,12,Patch Panel,KPLC,COAST,CHANGAMWE,10/30/2025,10/30/2025
-1.123433291,36.75743985,CIANDA ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,KIAMBU,10/30/2025,10/30/2025
0.618326774,34.65694895,BUKEMBE 33/11 KV ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,WEST KENYA,BUKEMBE,10/30/2025,10/30/2025
-0.07516611,37.59870451,NKUENE ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,NKUENE,10/30/2025,10/30/2025
-1.28713445,36.83559207,"MUTHURWA  ( 66 / 11,66 KV)",66,Available,12,Patch Panel,KPLC,NAIROBI,MUTHURWA EST,10/30/2025,10/30/2025
-3.402477136,38.36268378,WUNDANYI 33/11KV SUBSTATION (,33,Available,12,Patch Panel,KPLC,COAST,WUNDANYI,10/30/2025,10/30/2025
-0.605520921,36.88111177,MUIRUNGI 33/11 ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,MUIRUNGI MARKET,10/30/2025,10/30/2025
-0.469285685,37.39150595,KIAMUTUGU  33/11 ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,KIAMUTUGU SHOPPING CENTRE,10/30/2025,10/30/2025
-0.830771752,34.88703828,KIAMOKAMA ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,WEST KENYA,KIAMOKAMA TEA FACTORY,10/30/2025,10/30/2025
-0.28586222,36.0592266,NAKURU DEPOT ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,NAKURU TOWN,10/30/2025,10/30/2025
-1.29972932,36.85498004,LIKONI ROAD ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,likoni  road,10/30/2025,10/30/2025
2.367489091,35.6446573,LOKICHAR 66/33KV  ( 66 / 33 K,66,Available,12,Patch Panel,REA,NORTH RIFT,LOKICHAR TOWN,10/30/2025,10/30/2025
-0.170832153,34.94439304,AHERO 33/11KV ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,WEST KENYA,AHERO MAGENDO ROAD,10/30/2025,10/30/2025
-1.293879354,36.68402357,DAGORETTI 66/11 SUBSTATION (,66,Available,12,Patch Panel,KPLC,NAIROBI,DAGORETTI,10/30/2025,10/30/2025
-1.292383934,36.8416038,JOGOO ROAD DOONHOLM ( 11 / 11,11,Available,12,Patch Panel,KPLC,NAIROBI,KALOLENI,10/30/2025,10/30/2025
-0.331205388,36.90816842,MWEIGA ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,MWEIGA SUBSTATION,10/30/2025,10/30/2025
-1.36207131,38.00852287,KITUI ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,KTUI TOWN,10/30/2025,10/30/2025
-0.658253956,37.36397958,MWEA 33/11KV SUBSTATION ( 33,33,Available,12,Patch Panel,KPLC,MT KENYA,MWEA-WANGURU,10/30/2025,10/30/2025
-1.16744214,36.75493732,"KARURI 66/11 KV  ( 66 / 11,66",66,Available,12,Patch Panel,KPLC,NAIROBI,BANANA,10/30/2025,10/30/2025
-1.458485802,37.00470089,GULF POWER GENERATING STATION,66,Available,12,Patch Panel,KPLC,NAIROBI,ATHI RIVER,10/30/2025,10/30/2025
-0.730241884,36.89555616,GITHAMBO ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,GiTHAMBO,10/30/2025,10/30/2025
1.082704329,36.7013281,MARALAL 33/11KV ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,MARALAL TOWN,10/30/2025,10/30/2025
-0.876644053,37.59359226,MASINGA 33/11KV ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,MASINGA DAM,10/30/2025,10/30/2025
-0.166720981,37.02432881,NARO MORU ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,NAROMORU TOWN,10/30/2025,10/30/2025
0.946301881,35.51541821,CHEPTONGEI 33/11 KV ( 33 / 11,33,Available,12,Patch Panel,KPLC,NORTH RIFT,CHEPTONGEI,10/30/2025,10/30/2025
-0.539588646,36.95458279,OTHAYA ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,OTHAYA,10/30/2025,10/30/2025
-4.263711553,39.5708384,DIANI 33/11KV SUBSTATION ( 33,33,Available,12,Patch Panel,KPLC,COAST,DIANI,10/30/2025,10/30/2025
-1.4677631,36.96065787,EPZ KITENGELA(66/11) ( 66 / 1,66,Available,12,Patch Panel,KPLC,NAIROBI,KITENGELA,10/30/2025,10/30/2025
1.259736578,35.10038228,KAPENGURIA 33/11KV ( 33 / 11,33,Available,12,Patch Panel,KPLC,NORTH RIFT,KAPENGURIA,10/30/2025,10/30/2025
0.073839143,35.54509347,TIMBOROA  ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,TIMBOROA,10/30/2025,10/30/2025
-3.35614725,40.01119694,WATAMU 33/11KV SUBSTATION ( 3,33,Available,12,Patch Panel,KPLC,COAST,WATAMU,10/30/2025,10/30/2025
-0.114412655,35.94141624,KABARAK 33/11 SUBSTATION ( 33,33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,KAMPI YA MOTO,10/30/2025,10/30/2025
-0.737630595,37.15508269,MURANGA 33/11KV SUBSTAION ( 3,33,Available,12,Patch Panel,KPLC,MT KENYA,MURANGA,10/30/2025,10/30/2025
-4.047050603,39.64952252,KPA 11KV BUS BAR STATION ( 11,11,Available,12,Patch Panel,KPLC,COAST,SHIMANZI GATE 12,10/30/2025,10/30/2025
-0.087787222,35.12857895,"CHEMELIL 33/11KV ( 33 / 11,33",33,Available,12,Patch Panel,KPLC,WEST KENYA,CHEMELIL TOWN,10/30/2025,10/30/2025
-1.295728947,36.81363773,RAGATI ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,NAIROBI,10/30/2025,10/30/2025
0.779088269,35.38459066,MOIBEN  ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,NORTH RIFT,MOIBEN,10/30/2025,10/30/2025
-2.238321654,40.86926743,MOKOWE S/STATION ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,COAST,MOKOWE-LAMU,10/30/2025,10/30/2025
-4.354348437,39.53547195,MWABUNGO 33/11KV SUBSTATION (,33,Available,12,Patch Panel,KPLC,COAST,MWABUNGO,10/30/2025,10/30/2025
-3.972442378,39.74834043,SHANZU 33/11KV SUBSTATION ( 3,33,Available,12,Patch Panel,KPLC,COAST,SHANZU,10/30/2025,10/30/2025
0.654788373,35.49949795,ITEN 33/11KV ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,NORTH RIFT,ITEN - KAMRINE,10/30/2025,10/30/2025
0.260102134,36.53564036,RUMURUTI ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,RUMURUTI TOWN,10/30/2025,10/30/2025
0.495006626,35.73605601,KABARNET 33/11KV ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,NORTH RIFT,KABARNET TOWN,10/30/2025,10/30/2025
-1.108989301,37.04677681,NDARUGU ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,NDARUGU,10/30/2025,10/30/2025
-1.261458494,36.90753617,KOMAROCK ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,KOMAROCK RD,10/30/2025,10/30/2025
-0.566807527,37.32621655,KUTUS ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,KUTUS,10/30/2025,10/30/2025
0.092063522,37.48803074,MARANIA ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,MARANIA,10/30/2025,10/30/2025
-4.459630885,39.4819661,MSAMBWENI 33/11KV SUBSTATION,33,Available,12,Patch Panel,KPLC,COAST,MSAMBWENI,10/30/2025,10/30/2025
-0.924600502,36.90150727,"NGETHU ( 33 / 11,33 KV)",33,Available,12,Patch Panel,KPLC,MT KENYA,NGETHU,10/30/2025,10/30/2025
0.50673269,34.54463814,SIBEMBE SUBSTATION ( 33 / 11,33,Available,12,Patch Panel,KPLC,WEST KENYA,SIBEMBE,10/30/2025,10/30/2025
0.47586879,35.2725022,ELGON VIEW 33/11KV  ( 33 / 11,33,Available,12,Patch Panel,KPLC,NORTH RIFT,ELGON VIEW,10/30/2025,10/30/2025
0.432952679,34.14842864,BUSIA ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,WEST KENYA,BUSIA -KISUMU ROAD,10/30/2025,10/30/2025
-0.169953255,35.60484043,LONDIANI ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,NEAR LONDIANI TOWNSHIP,10/30/2025,10/30/2025
-1.084422247,34.46312307,MIGORI ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,WEST KENYA,MIGORI TOWN SURBURB,10/30/2025,10/30/2025
0.15292813,37.73729382,KIANJAI 33/11KV ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,MT KENYA,KIANJAI (MERU),10/30/2025,10/30/2025
-4.051301077,39.68832194,NYALI 33/11KV SUBSTATION ( 33,33,Available,12,Patch Panel,KPLC,COAST,NYALI,10/30/2025,10/30/2025
-1.154412437,41.04874609,HULUGHO GENERATION STATION (,33,Available,12,Patch Panel,KPLC,MT KENYA,HULUGHO GARISSA,10/30/2025,10/30/2025
-1.232884904,36.66010286,"KIKUYU ( 66 / 11,66 KV)",66,Available,12,Patch Panel,KPLC,NAIROBI,KIKUYU,10/30/2025,10/30/2025
0.589735459,34.77343531,"WEBUYE ( 33 / 11,33 KV)",33,Available,12,Patch Panel,KPLC,WEST KENYA,WEBUYE,10/30/2025,10/30/2025
-1.298952252,36.80167366,NGONG RD ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,NEAR CITY MORTUARY,10/30/2025,10/30/2025
-1.111190098,36.64545177,LIMURU 66/11KV ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,LIMURU,10/30/2025,10/30/2025
-1.242929097,36.89035287,BABADOGO ( 66 / 11 KV),66,Available,12,Patch Panel,KPLC,NAIROBI,BABADOGO,10/30/2025,10/30/2025
-0.838598304,36.36215363,DCK ( 33 / 11 KV),33,Available,12,Patch Panel,KPLC,CENTRAL RIFT,DCK CENTRE,10/30/2025,10/30/2025
